POS Item Number,POS Item Name,POS UPC,Mfg Name,Mfg Item Number,Regular Price,,,,,,
4979,Cinnamon Bun,,Squishable,SQU-817945,19.99,,,,,,
4982,Baby Bear's Books,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,16,,,,,,
4983,When the Cows Got Loose,9.78069E+12,Simon & Schuster,9.78069E+12,16.95,,,,,,
4985,Birthday Cake,,Squishable,SQU-830395,19.99,,,,,,
4986,5 Little Monkeys Sitting Tree,9.78054E+12,Houghton Mifflin Co.,9.78054E+12,7.99,,,,,,
4987,Tell Me Again About the Night,9.78006E+12,HARPER COLLINS PUBLISHERS,9.78006E+12,16.99,,,,,,
4988,Mushroom,,Squishable,SQU-831064,39.99,,,,,,
4991,castaway cats,9.78069E+12,Simon & Schuster,9.78069E+12,16.95,,,,,,
4992,Precious Metals Putty Tin,,Crazy Aaron's Puttyworld,PL011,9.99,,,,,,
4993,Precious Metals Putty Tin,,Crazy Aaron's Puttyworld,GD011,9.99,,,,,,
4999,Made By Me Thinking Putty Kit,,Crazy Aaron's Puttyworld,PK001,19.99,,,,,,
5000,Sherman Crunchley,9.78053E+12,Penguin Group,9.78053E+12,15.99,,,,,,
5003,Fab Foil Tattoos,7.31346E+11,Alex-Panline ,798P,14.99,,,,,,
5004,2-Sided Monkey Tee,,,2S-AM,12,,,,,,
5005,Fab Foil Tattoos,7.31346E+11,Alex-Panline ,798T,14.99,,,,,,
5006,Twist It Up Hair Accessories,7.31346E+11,Alex-Panline ,722T,14.99,,,,,,
5010,Flexi Forts Set,,Everest Toys,CF5,59.99,,,,,,
5012,Zenyatta's First Colt,,<< Reeves International (see brands) >>,1490,19.99,,,,,,
5016,Curious George Takes a Job,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,7.99,,,,,,
5017,Sweetheart Fairy Wings,9.78142E+12,Simon & Schuster,9.78142E+22,12.95,,,,,,
5018,Curious George gets a Medal,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,6.99,,,,,,
5020,Jorge el Curioso,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,7.99,,,,,,
5022,Curious George,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16.99,,,,,,
5023,The Original Curious George,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,25,,,,,,
5024,Very Brave Witch,9.78069E+12,Simon & Schuster,689867301,12.95,,,,,,
5026,I'm Going to Eat You,9.78079E+12,Simon & Schuster,9.78079E+12,10.99,,,,,,
5027,Alpha Bugs Mini,9.78142E+12,Simon & Schuster,9.78142E+12,12.99,,,,,,
5040,I Like It When,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,6.95,,,,,,
5041,Mouse count,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,5.95,,,,,,
5046,Ox w/Ice Bat,,Gund,61001,19.99,,,,,,
5086,Arthur's Nose,,Hachette Book Group,11070,6.99,,,,,,
5103,Lou Seal Mascot Minifigure,,Oyo Sportstoys,P-MLBSFG01MSC-G4LE,11.99,,,,,,
5120,Lazer Light Bug Vac,7.3032E+11,POOF - Slinky,0T2419804TL,25.99,,,,,,
5121,George and Martha,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,16.99,,,,,,
5124,Martha Blah Blah,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16,,,,,,
5125,Martha Calling,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16,,,,,,
5126,Doctor De Soto,9.78037E+12,Macmillan,9.78037E+12,17.99,,,,,,
5127,"Brown Bear, Brown Bear, What D",9.78081E+12,Macmillan,9.78081E+12,16.99,,,,,,
5128,Mini Bug Vac,7.3032E+11,POOF - Slinky,0T2450106TL,16.99,,,,,,
5131,"Lyle, Lyle, Crocodile",9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16.99,,,,,,
5132,Time for Bed,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,6.99,,,,,,
5133,McDuff's Wild Romp,9.78079E+12,,078681930-8,9.99,,,,,,
5134,Mouse Paint,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,5.95,,,,,,
5135,All Aboard the Dinotrain,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,16.99,,,,,,
5136,Eating the Alphabet,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,6.95,,,,,,
5137,Lotsa de Casha,9.78067E+12,,51995,19.95,,,,,,
5141,Everywhere Babies,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,6.95,,,,,,
5146,Kendama Tribute,,Kendama USA,TRB605,19.99,,,,,,
5147,Kendama Tribute,,Kendama USA,TRB404,19.99,,,,,,
5148,Bunny My Honey,9.78076E+12,"Random House, Inc.",9.78076E+12,7.99,,,,,,
5149,Dolfy Joki Nest Hammock,,La Siesta GMBH,JOD70-34,119.99,,,,,,
5150,The Borrowers,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,17,,,,,,
5151,Lilly Joki Nest Hammock,,La Siesta GMBH,JOD70-77,119.99,,,,,,
5152,Froggy Joki Nest Hammock,,La Siesta GMBH,JOD70-44,119.99,,,,,,
5153,Tree Rope & Hook for Joki,,La Siesta GMBH,TR-C2,14.99,,,,,,
5154,Amazing Changer Blaster,,Toysmith,84900,19.99,,,,,,
5155,Kiss Good Night,9.78076E+12,"Random House, Inc.",9.78076E+12,6.99,,,,,,
5157,Martha Speaks,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16.99,,,,,,
5159,Art for Baby,9.78076E+12,"Random House, Inc.",9.78076E+12,21.99,,,,,,
5162,Story of Babar,9.78039E+12,"Random House, Inc.",9.78039E+12,15.95,,,,,,
5163,Curious George's 1 to 10 and b,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,5.95,,,,,,
5166,Mike Mulligan and his Steam Sh,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,17.99,,,,,,
5170,Dwell Studio Alphabet Wall Car,9.78161E+12,Perseus Books,9.78161E+12,24.99,,,,,,
5172,Wrist Raider,,Toysmith,25550,14.99,,,,,,
5173,How I Became a Pirate,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,16.99,,,,,,
5174,Stellaluna,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,17.99,,,,,,
5175,On the Day You Were Born,9.78015E+12,Houghton Mifflin Co.,9.78055E+12,17.99,,,,,,
5176,The Goodnight Train,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,16.99,,,,,,
5177,The Little Prince,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,19,,,,,,
5178,LightUp Edison Kit,,LightUpToys.com,LU-001,49.99,,,,,,
5179,Encyc. Prehistorica Dinosaurs,9.78076E+12,"Random House, Inc.",9.78076E+12,29.99,,,,,,
5180,Encyc. Prehistorica Sharks,9.78076E+12,"Random House, Inc.",9.78076E+12,29.99,,,,,,
5181,LightUp Tesla Kit,,LightUpToys.com,LU-002,99.99,,,,,,
5182,Color & count Placemats,9.78161E+12,Perseus Books,9.78161E+12,10.99,,,,,,
5184,Eat,9.78161E+12,Perseus Books,9.78161E+12,6.99,,,,,,
5186,Rolligo,8.11802E+11,Fat Brain Toy Co.,FA106-1,24.99,,,,,,
5191,"13"" Trevor Teddy",92943303904,Aurora World Inc,30390disc,11.99,,,,,,
5193,Washboard Tie,,,WT,8.99,,,,,,
5215,Opposites,9.78194E+12,Ingram Publishing,9.78194E+12,17.95,,,,,,
5217,Mini Squigz,8.11802E+11,Fat Brain Toy Co.,FA107-1,19.99,,,,,,
5218,Mama Koala,8.72354E+11,Cloud B Inc.,7530-KO,34.99,,,,,,
5219,Gentle Giraffe On the Go,8.72354E+11,Cloud B Inc.,7362-ZZ,26.99,,,,,,
5220,Twilight Sunshine Owl,8.72354E+11,Cloud B Inc.,7461-OWN,19.99,,,,,,
5221,Twilight Sunshine Owl,8.72354E+11,Cloud B Inc.,7461-OWB,19.99,,,,,,
5223,Octo Softeez Nightlight,8.72354E+11,Cloud B Inc.,7460-PK,25.99,,,,,,
5227,Octo Softeez Nightlight,8.72354E+11,Cloud B Inc.,7460-BL,25.99,,,,,,
5228,Tranquil Starfish,8.72354E+11,Cloud B Inc.,7463-BL,35.99,,,,,,
5229,Cosmic UFO,8.72354E+11,Cloud B Inc.,7503-UFO,49.99,,,,,,
5230,Munchkin Deluxe Game,,R&M Distributors,1483S,29.99,,,,,,
5233,Antworks Illuminated,32309268942,"Fascinations Toys & Gifts, Inc.",ANTW2,29.99,,,,,,
5235,Space Monsters Game,3.70022E+12,Juratoys (JANOD),J02792,29.99,,,,,,
5236,Jungle Snake Game,3.70022E+12,Juratoys (JANOD),J02790,29.99,,,,,,
5237,Taxi Magnet Kit,3.70022E+12,Juratoys (JANOD),J05217,29.99,,,,,,
5240,Geo Junzo Penguin Sorter,,Hotaling Imports,JJ06409,24.99,,,,,,
5241,Lace Up Friends,,Hotaling Imports,DJ08942,24.99,,,,,,
5242,Starry Fairy,,Hotaling Imports,39090,7.99,,,,,,
5244,Tales & Legends Mini Tube,,Hotaling Imports,33012,24.99,,,,,,
5246,Dogs Playground Ball,7.32396E+11,Crocodile Creek,2156-1,10.99,,,,,,
5272,RC Spaceman,,"Westminster, Inc.",1001,29.99,,,,,,
5273,Basket Case,,"Westminster, Inc.",2009,8.99,,,,,,
5275,Super Stretch Screaming Monkey,,"Westminster, Inc.",3010,7.99,,,,,,
5284,Moo Moo Brown Cow BB,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,6.95,,,,,,
5285,On The Day You Were Born BB,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,7.95,,,,,,
5286,Seven Spunky Monkeys,,Houghton Mifflin Co.,9.78015E+12,16,,,,,,
5287,Tails,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,13.95,,,,,,
5291,Itsy-Bitsy Spider BB,,Houghton Mifflin Co.,9.78015E+12,5.99,,,,,,
5293,Eating the Alphabet,9.78015E+12,Houghton Mifflin Co.,9.78015E+12,11.99,,,,,,
5300,I Spy Little Letters,9.78044E+12,Scholastic,9.78044E+12,6.99,,,,,,
5314,I Want My Hat Back,9.78076E+12,"Random House, Inc.",9.78076E+12,15.99,,,,,,
5327,Airline Pilot 6/8,6.98216E+11,Aeromax Inc.,AAP-6/8,39.99,,,,,,
5328,Iggy Peck Architect,,Hachette Book Group,9780810 911062,16.95,,,,,,
5331,Race Car Driver 6/8,6.98216E+11,Aeromax Inc.,RSRB-6/8,49.99,,,,,,
5332,Race Car Driver 8/10,6.98216E+11,Aeromax Inc.,RSRB-8/10,49.99,,,,,,
5334,Magna Puzzle,,Gamewright,8100D,11.99,,,,,,
5335,I Love You As Much BB,9.78069E+12,HARPER COLLINS PUBLISHERS,9.78069E+12,7.99,,,,,,
5337,Sheila Rae the Brave,9.78069E+12,HARPER COLLINS PUBLISHERS,9.78069E+12,16.99,,,,,,
5338,On the Dot Brain Teaser Puzzle,,Gamewright,8002D,11.99,,,,,,
5340,Peekaboo White Tiger Purse,,Aurora World Inc,32770,13.99,,,,,,
5341,Ella Sets the Stage,9.78044E+12,Scholastic,9.78044E+12,17.99,,,,,,
5342,Phoenix Kite,,Premier Kites (a Division of Primus),44188,29.99,,,,,,
5344,Paradise Bird Kite,,Premier Kites (a Division of Primus),44928,29.99,,,,,,
5345,Fury Sport Kite,,Premier Kites (a Division of Primus),66154,24.99,,,,,,
5346,Where the Wild Things Are,9.78006E+12,HARPER COLLINS PUBLISHERS,9.78006E+12,8.99,,,,,,
5347,Curious George ABC BB,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,5.95,,,,,,
5348,Buckskin Pony Kite,,Premier Kites (a Division of Primus),15427,22.99,,,,,,
5349,Little House,9.78055E+12,Houghton Mifflin Co.,9.78055E+12,16.99,,,,,,
5350,Treasury of Curious George,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,10.99,,,,,,
5351,Flexi Puzzle,,Gamewright,8001D,7.99,,,,,,
5352,Rainbow Kite,,Premier Kites (a Division of Primus),15408,22.99,,,,,,
5353,country Bunny,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16.99,,,,,,
5354,country Bunny Anniversary Ed,9.78054E+12,Houghton Mifflin Co.,9.78054E+12,14.99,,,,,,
5356,Fountain Rocket,,Learning Curve Brands,E72357,14.99,,,,,,
5357,Curious George and the Rocket,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,5.95,,,,,,
5358,Curious George Are you Curious,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,5.95,,,,,,
5359,Curious George Jorge El Curios,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,5.95,,,,,,
5360,Pop-Up Pirate Game,,Learning Curve Brands,T46941,15.99,,,,,,
5361,Curious George Opposites,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,5.95,,,,,,
5366,Little Gorilla,9.78062E+12,Houghton Mifflin Co.,9.78062E+12,5.99,,,,,,
5369,5LM Jumping on a Bed,9.7809E+12,Houghton Mifflin Co.,9.7809E+12,16.99,,,,,,
5370,5LM Sitting in a Tree,9.7804E+12,Houghton Mifflin Co.,9.7804E+12,16,,,,,,
5372,Flip Flap Dragon,,Learning Curve Brands,LC27565,15.99,,,,,,
5373,Shine & Sounds Shelly Mirror,,Learning Curve Brands,LC27168,29.99,,,,,,
5379,Sort N Pop Farmyard Friends,,Learning Curve Brands,E72354,29.99,,,,,,
5384,Pipes Bath Toy,,Learning Curve Brands,B11088,16.99,,,,,,
5388,5LM Jumping on the Bed,9.78055E+12,Houghton Mifflin Co.,9.78055E+12,6.99,,,,,,
5395,Christmas Activity Book,9.78079E+12,EDC Publishing (Usborne / Kane Miller),533212,12.99,,,,,,
5397,Kimberly Chimp,92943301979,Aurora World Inc,30197disc,11.99,,,,,,
5399,Gabby Monkey w/ velcro arms,92943301955,Aurora World Inc,30195disc,9.99,,,,,,
5400,Brown Chimp,92943301917,Aurora World Inc,30191disc,8.99,,,,,,
5401,"Cheeky Charlie 20""",92943103030,Aurora World Inc,10303disc,16.99,,,,,,
5403,"Cheeky Charlie 32""",92943103092,Aurora World Inc,10309disc,34.99,,,,,,
5406,Around the World Sticker Dolly,9.78079E+12,EDC Publishing (Usborne / Kane Miller),529680,8.99,,,,,,
5413,Marvin's Magic Wand,,<< Reeves International (see brands) >>,MME 7009-BC,9.99,,,,,,
5415,Big Box of 225 Tricks,,<< Reeves International (see brands) >>,MME 225,29.99,,,,,,
5416,25 Incredible Card Tricks,,<< Reeves International (see brands) >>,MMB 5706,15.99,,,,,,
5417,Svengali Magic Cards,,<< Reeves International (see brands) >>,MM 1228D,11.99,,,,,,
5418,Sports Girls Sticker Dolly Dre,9.78079E+12,EDC Publishing (Usborne / Kane Miller),530037,8.99,,,,,,
5419,country Horse Jewelry Box,,<< Reeves International (see brands) >>,MA1001,16.99,,,,,,
5424,Stablemates Horse Set,,<< Reeves International (see brands) >>,6020,14.99,,,,,,
5429,Classic Stick Horse,,<< Reeves International (see brands) >>,4845,19.99,,,,,,
5431,Unicorn Stick Horse,,<< Reeves International (see brands) >>,4848,19.99,,,,,,
5432,Picasso Horse,,<< Reeves International (see brands) >>,1742,46.99,,,,,,
5433,Cloud's Encore,,<< Reeves International (see brands) >>,1728,49.99,,,,,,
5437,Ubongo Game,8.14743E+11,Thames & Kosmos,696184,39.99,,,,,,
5443,Skipper,,Just Jump It Toys,SK,6.99,,,,,,
5447,Lost Cities Game,8.14743E+11,Thames & Kosmos,696175,39.99,,,,,,
5450,Categories Game,6.89197E+11,eeBoo,GMCAT,14.99,,,,,,
5451,Flamingo Felt Sheets,6.89196E+11,eeBoo,FLFLAM,6.99,,,,,,
5452,Cherry Felt Sheets,6.89196E+11,eeBoo,FLCHER,6.99,,,,,,
5461,Rubber Band Racers,8.14743E+11,Thames & Kosmos,550020,19.99,,,,,,
5463,Geeker Speaker Lab,8.14743E+11,Thames & Kosmos,550017,19.99,,,,,,
5466,Robotics Smart Machines,8.14743E+11,Thames & Kosmos,620375,129.99,,,,,,
5468,Space Explorers Remote Control,8.14743E+11,Thames & Kosmos,620374,99.99,,,,,,
5470,Pink Glitter Shoe,,A WISH COME TRUE,A840,22.99,,,,,,
5472,Skylighter Light Up Disc,,"Aerobie, Inc.",27R12,14.99,,,,,,
5473,Batman vs. The Joker,4.00509E+12,"Schleich North America, Inc.",22510,19.99,,,,,,
5477,Batman Standing,4.00509E+12,"Schleich North America, Inc.",22501,9.99,,,,,,
5478,Batman Fighting,4.00509E+12,"Schleich North America, Inc.",22502,9.99,,,,,,
5479,Batman Kneeling,4.00509E+12,"Schleich North America, Inc.",22503,9.99,,,,,,
5481,Superman Standing,4.00509E+12,"Schleich North America, Inc.",22506,9.99,,,,,,
5484,Superman Fighting,4.00509E+12,"Schleich North America, Inc.",22504,9.99,,,,,,
5486,Superman Kneeling,4.00509E+12,"Schleich North America, Inc.",22505,9.99,,,,,,
5487,The Flash,4.00509E+12,"Schleich North America, Inc.",22508,9.99,,,,,,
5488,Green Lantern,4.00509E+12,"Schleich North America, Inc.",22507,9.99,,,,,,
5495,Bubble Mower,,Fisher-Price Brands,CGM02,29.99,,,,,,
5496,Patty Pig Dingaring,,,DRPATTY,19.99,,,,,,
5497,Duke Dog Dingaring,,,DRDUKE,19.99,,,,,,
5498,Katie Cat Dingaring,,,DRKATIE,19.99,,,,,,
5505,Culdee Special Edition Engine,8.87961E+11,Fisher-Price Brands,CDK43,14.99,,,,,,
5507,Shake 'N Beats Tambourine,7.46775E+11,Fisher-Price Brands,BLT37,9.99,,,,,,
5508,Reggae Playground,7.90248E+11,PUTUMAYO KIDS,246,15.99,,,,,,
5512,Rainbow Blanket,,,RBBK,79.99,,,,,,
5513,Helmet & Pad Set,,Mind Twister,ZG01-SM,49.99,,,,,,
5532,Retro Skateboard,,Mind Twister,ZF-GRN,59.99,,,,,,
5534,Jelly Charm Bracelets,6.38241E+11,Three Cheers For Girls,23129,8.99,,,,,,
5551,Combat Water Balloon Launcher,8.53692E+11,Zorbz/Hydro Toys,504,6.99,,,,,,
5555,Self-Sealing Water Balloons,8.53692E+11,Zorbz/Hydro Toys,503,5.99,,,,,,
5561,Monkey Ring Rattle,,Apple Park,TM284,17.99,,,,,,
5562,Mini Who the Owl,,Apple Park,TM324,17.99,,,,,,
5563,Monkey Lunchpack,,Apple Park,TM300,24.99,,,,,,
5565,Bunny Lunchpack,,Apple Park,TM302,24.99,,,,,,
5566,Owl Lunchpack,,Apple Park,TM303,24.99,,,,,,
5569,Penguin Lunchpack,,Apple Park,TM305,24.99,,,,,,
5572,Aquaman Goggles,8.58591E+11,Bling2o,AQM8B,19.99,,,,,,
5573,Classic Heart Goggles,,Bling2o,SUML8G,19.99,,,,,,
5576,New Pop Multi Heart Goggles,,Bling2o,B208NEWPOP,19.99,,,,,,
5577,Play-Doh Classic Tools Set,,Kahootz,1500,29.99,,,,,,
5578,Play-Doh Classic Fun Factory,,Kahootz,1501,29.99,,,,,,
5589,Zebra Socks,6.38242E+11,Three Cheers For Girls,72067,11.99,,,,,,
5593,Minnie Mouse Water Bottle,,License 2 Play,MMLT-K951,11.99,,,,,,
5595,Hello Kitty Water Bottle w/Sta,,License 2 Play,HKYV-P280,11.99,,,,,,
5596,Darth Vader Water Bottle,,License 2 Play,STWN-K950,11.99,,,,,,
5598,Yoda Water Bottle,,License 2 Play,STWW-K950,11.99,,,,,,
5603,Crayola Washable Markers,71662078089,(Store Name),81040808,5.99,,,,,,
5604,Batman Water Bottle,,License 2 Play,BATU-K950,11.99,,,,,,
5607,Superman Water Bottle w/Straw,,License 2 Play,SPMK-P280,11.99,,,,,,
5608,Wonder Woman Water Bottle w/St,,License 2 Play,WWNA-P282,11.99,,,,,,
5610,Rosie Raspberry Fairy Dress,7.71877E+11,Creative Education of Canada,34925,34.99,,,,,,
5611,Fairy Blossom Dress,7.71877E+11,Creative Education of Canada,31485,36.99,,,,,,
5612,Mermaid Dress,7.71877E+11,Creative Education of Canada,34515,34.99,,,,,,
5613,Mermaid Dress,7.71877E+11,Creative Education of Canada,42305,29.99,,,,,,
5614,Mermaid Tiara,7.71877E+11,Creative Education of Canada,10920,9.99,,,,,,
5616,Storybook Princess,7.71877E+11,Creative Education of Canada,36983,69.99,,,,,,
5618,Ice Crystal Queen Skirt Tutu,7.71877E+11,Creative Education of Canada,46480,29.99,,,,,,
5622,Princess Mesh Cape,7.71878E+11,Creative Education of Canada,51365,29.99,,,,,,
5623,Bat Toddler Cape,7.71878E+11,Creative Education of Canada,53092,19.99,,,,,,
5625,Storybook Princess,7.71877E+11,Creative Education of Canada,36913,69.99,,,,,,
5626,Storybook Princess,7.71877E+11,Creative Education of Canada,36915,69.99,,,,,,
5630,Dragon Cape with Claws,7.71878E+11,Creative Education of Canada,54905,34.99,,,,,,
5634,Whimsy Wonder Wings,7.71877E+11,Creative Education of Canada,17310,14.99,,,,,,
5637,Monarch Wings,7.71877E+11,Creative Education of Canada,16750,14.99,,,,,,
5638,Pirate Set,7.71878E+11,Creative Education of Canada,66305,34.99,,,,,,
5640,Gems Galore Wings,7.71877E+11,Creative Education of Canada,17020,14.99,,,,,,
5641,"Rev. Super Hero Cape,Mask,Belt",7.71878E+11,Creative Education of Canada,56485,39.99,,,,,,
5642,"Rev. Super Hero Cape,Mask,Belt",7.71878E+11,Creative Education of Canada,52615,39.99,,,,,,
5643,Animals ABC Flashcard Ring,9.78074E+12,Hachette Book Group - Chronicle Books,8367,12.99,,,,,,
5648,Meow Me Headband & Mask,7.71878E+11,Creative Education of Canada,89025,8.99,,,,,,
5651,Purr-fect Rhinestone Headband,7.71878E+11,Creative Education of Canada,89015,5.99,,,,,,
5666,Pirate Cutlass Sabre Sword,7.71877E+11,Creative Education of Canada,14460,11.99,,,,,,
5669,Knight Dagger,7.71877E+11,Creative Education of Canada,14400,8.99,,,,,,
5675,"CINDERELLA, LIL MERM P/D",9.78049E+12,Dover Publications,410447,5.95,,,,,,
5678,Clay Make & Play,9.78177E+12,SpiceBox Product Development,22263,19.99,,,,,,
5682,DOG FAMILY STICK PD,,Dover Publications,413330,5.95,,,,,,
5684,Cupcake Gift Box,7.71878E+11,Creative Education of Canada,83604,9.99,,,,,,
5700,Fingerprint Doodles Imagine It,9.78193E+12,SpiceBox Product Development,10440,15.99,,,,,,
5705,Fun With Folded Fun Origami,9.78193E+12,SpiceBox Product Development,67051,16.99,,,,,,
5721,Fun With Paper Airplanes,9.78193E+12,SpiceBox Product Development,67334,16.99,,,,,,
5727,Rock Painting Kits for Kids,9.78193E+12,SpiceBox Product Development,10129,24.99,,,,,,
5728,Glitter & Sparkle Kits for Kid,9.78177E+12,SpiceBox Product Development,22836,24.99,,,,,,
5730,Friendship Bracelets Kits for,9.78177E+12,SpiceBox Product Development,21884,24.99,,,,,,
5733,Amazing Magic Tricks Kits for,9.78193E+12,SpiceBox Product Development,67556,24.99,,,,,,
5735,Face Painting & Temporary Tatt,9.78177E+12,SpiceBox Product Development,21877,24.99,,,,,,
5742,Under The Sea Mermaid Necklace,7.71878E+11,Creative Education of Canada,86022,5.99,,,,,,
5748,Colour-A-Princess Fairy Box,7.71878E+11,Creative Education of Canada,83070,29.99,,,,,,
5751,Fairytale Flutter Wings,7.71877E+11,Creative Education of Canada,17810,12.99,,,,,,
5755,Fairytale Flutter Wings,7.71877E+11,Creative Education of Canada,17880,12.99,,,,,,
5782,OLD FASH CMAS CARDS ***,8.00759E+11,Dover Publications,260577,6.95,,,,,,
5787,Happy Birthday Socks,,,4150,7.99,,,,,,
5788,Jewels Socks,,,4011A,7.99,,,,,,
5789,Berries Socks,,,4020A,7.99,,,,,,
5798,Lightening Socks,,,4034A,7.99,,,,,,
5801,I Like It Raw Sushi Socks,,,4064A,7.99,,,,,,
5802,Rubber Ducks Socks,,,4065A,7.99,,,,,,
5805,Jelly Beans Socks,,,4079A,7.99,,,,,,
5831,Living Sunlight,9.78055E+12,Scholastic,9.78055E+12,18.99,,,,,,
5832,A Bad Case of Stripes,9.78044E+12,Scholastic,9.78044E+12,6.99,,,,,,
5835,Pet Place Puffy Sticker Activi,772094290,Melissa & Doug,9429,6.99,,,,,,
5838,Emoji Socks,,,4085A,7.99,,,,,,
5842,Stacked Hamburger Socks,,,4103K,14.99,,,,,,
5843,Ice Cream Socks,,,4105K,14.99,,,,,,
5844,Gummy Bears Socks,,,4111A,7.99,,,,,,
5848,Pizza Socks,,,4113A,7.99,,,,,,
5850,Flamingo Socks,,,4094K,14.99,,,,,,
5851,Kitty All Over Socks,,,4100A,7.99,,,,,,
5852,Gumball Socks,,,4118,7.99,,,,,,
5866,Popsicle Socks,,,4121,7.99,,,,,,
5867,Princess Gloves,7.71877E+11,Creative Education of Canada,22600,7.99,,,,,,
5874,Paint & Pretend Tea Set Suitca,9.78189E+12,SpiceBox Product Development,26732,19.99,,,,,,
5883,Tic Stac Toe Game,,Pressman Toy Corporation,3040-04,24.99,,,,,,
5884,Big Boggle,,Winning Moves,1147,19.99,,,,,,
5886,Tile Lock Scrabble,,Winning Moves,1143,19.99,,,,,,
5889,Small Tree House,,Tree Blocks,THS,100,,,,,,
5890,Lego Star Wars ZipBin Toy Box,,Neat-Oh!,A1433XX,19.99,,,,,,
5896,Musical Tap Wand-Star,,Tree Blocks,MW-Star,5.99,,,,,,
5897,Guess How Much I Love You,9.78076E+12,"Random House, Inc.",9.78076E+12,7.99,,,,,,
5903,Mr. & Mrs. Potato Head,32245022509,Benjamin International,3587/27656,14.99,,,,,,
5904,Mini Volcano Water Fun,8.74621E+11,Warm Fuzzy Toys,T-939,19.99,,,,,,
5939,Roly-Poly Playground,42499015028,Uncle Milton Industries,1502,6.99,,,,,,
5989,Furryville Dolphin Set,27084223217,(Store Name),18.98,18.98,,,,,,
6067,Fairy Bubble Vintage Board,,Moonligh & Roses,EF3H,39.99,,,,,,
6068,Flower Fairy Vintage Board,,Moonligh & Roses,EF10H,39.99,,,,,,
6069,Fairies on Swing Vintage Board,,Moonligh & Roses,EF108H,39.99,,,,,,
6096,Buttercup Cat Twins,20373216891,"International Playthings, Inc.",CC1689,7.99,,,,,,
6117,Tintin In America,9.78032E+12,Hachette Book Group,9.78032E+12,10.99,,,,,,
6119,Tintin in Tibet,9.78032E+12,Hachette Book Group,9.78032E+12,10.99,,,,,,
6134,Chimera,,Hotaling Imports,38977,19.99,,,,,,
6151,Forest Stacking Blocks,,Hotaling Imports,DJ08507,19.99,,,,,,
6153,Medieval Castle Pop N Play,,Hotaling Imports,DJ07703,19.99,,,,,,
6154,Hippopotamus Yawning,4.00509E+12,"Schleich North America, Inc.",14681,7.99,,,,,,
6155,Macaroons-Box of 6,,Hotaling Imports,DJ06509,15.99,,,,,,
6159,Poetic Birds Jewelry,,Hotaling Imports,DJ06560,21.99,,,,,,
6160,Summer Garden Jewelry,,Hotaling Imports,DJ06562,19.99,,,,,,
6164,Goldilocks & 3 Bears Puzzle,,Hotaling Imports,DJ07211,15.99,,,,,,
6166,3 Little Pigs Puzzle,,Hotaling Imports,DJ07212,15.99,,,,,,
6181,Air Tech Glove/Ball,25725189465,Franklin Sports,6844S1F1,14.99,,,,,,
6183,Intermediate 90mm Bocce Set,,Franklin Sports,50101,39.99,,,,,,
6195,Thomas Play table,,Learning Curve Brands,"LC99609,LC99608",249.99,,,,,,
6206,Volleyball,,Franklin Sports,5487,14.99,,,,,,
6214,Arabian Mare Horse,6.58183E+11,"Schleich North America, Inc.",13761,7.99,,,,,,
